entry_time,exit_time,break_duration,department
09:18:59,16:28:01,cfasew,
Unknown,,63,
,,,Marketing
,,90,Logistics
10:58:23,16:48:31,41,Finance
,17:11:41,30,Unknown
09:15:58,,46,Product
09:11:48,16:21:25,cfasew,
08:15:22,18:47:44,cfasew,Marketing
09:24:43,,,
09:45:05,Unknown,44,Finance
09:55:47,Unknown,57,
08:14:55,17:15:19,cfasew,Data
09:19:57,16:59:53,37,Sales
10:52:34,18:34:45,41,Data
09:45:39,18:32:59,cfasew,Logistics
09:46:31,,86,Finance
09:20:18,18:55:19,cfasew,
10:58:11,,88,Marketing
,17:42:28,32,
10:54:25,18:41:31,cfasew,Logistics
09:36:45,18:43:54,78,Unknown
08:27:43,17:11:56,,
08:45:23,,,Product
08:03:41,18:16:06,56,Unknown
08:01:44,17:31:18,52,
09:27:13,18:18:31,52,Unknown
08:46:49,Unknown,69,Unknown
Unknown,17:13:44,80,Sales
Unknown,17:01:06,66,Marketing
Unknown,Unknown,51,
10:53:43,16:59:59,cfasew,Logistics
Unknown,17:46:34,88,Sales
10:41:23,17:10:02,35,
09:46:39,16:36:42,cfasew,Unknown
09:03:23,18:28:58,cfasew,Marketing
08:12:18,Unknown,48,
Unknown,16:36:29,50,Sales
Unknown,18:47:39,cfasew,Accounting
09:46:44,18:09:52,42,Marketing
10:01:19,,,Data
08:29:24,Unknown,63,Data
Unknown,17:43:01,51,Logistics
10:42:59,18:32:39,84,Sales
08:43:44,16:51:22,cfasew,Unknown
,16:35:44,,Marketing
09:52:13,16:36:11,70,Logistics
10:16:56,16:42:28,,Logistics
10:01:40,18:46:52,77,Logistics
10:38:45,18:15:02,81,Unknown
08:27:44,Unknown,66,Product
,18:32:55,78,IT
Unknown,16:03:03,60,Unknown
,,,IT
09:27:36,16:22:24,cfasew,IT
09:14:02,16:17:36,90,Unknown
08:37:04,16:04:26,,Logistics
10:21:01,17:26:08,,Accounting
09:42:20,Unknown,68,Data
Unknown,16:33:09,32,Unknown
Unknown,16:17:53,51,
Unknown,Unknown,cfasew,Data
08:17:15,,87,Unknown
Unknown,16:00:29,69,Product
09:49:11,16:00:02,,Product
09:51:35,17:01:45,59,Product
10:11:30,16:08:47,84,Logistics
Unknown,17:27:47,72,
09:58:39,18:47:00,35,Product
Unknown,,79,Logistics
Unknown,18:35:52,cfasew,Marketing
09:02:09,,35,
08:39:58,16:29:59,76,
09:48:06,18:45:32,88,Data
08:54:03,17:57:30,42,Sales
10:04:29,18:56:22,60,Unknown
,,cfasew,Product
,Unknown,,Data
09:41:24,16:32:44,87,Product
10:57:10,18:23:49,36,Logistics
Unknown,,cfasew,
10:20:31,17:54:29,30,IT
09:41:15,16:25:30,39,Product
10:56:08,18:11:41,72,Accounting
10:56:50,Unknown,,
10:31:14,18:38:30,cfasew,
09:10:48,16:24:39,61,Logistics
Unknown,16:26:27,cfasew,Accounting
,16:13:49,45,Unknown
09:07:23,,33,Logistics
Unknown,16:27:17,68,
08:27:03,17:02:20,cfasew,Unknown
Unknown,,cfasew,Logistics
,17:57:28,cfasew,Data
09:46:23,18:56:50,72,Unknown
09:31:43,18:44:10,77,Data
10:09:08,18:23:26,53,
Unknown,16:44:51,68,Product
10:56:55,18:27:11,cfasew,Unknown
10:12:17,Unknown,35,Product
09:55:18,16:47:41,,Unknown
,16:04:10,80,Logistics
09:55:03,,69,Finance
,18:29:33,52,Marketing
09:40:03,18:50:49,66,Sales
09:08:35,18:03:54,36,Unknown
09:06:18,,69,
08:36:34,,78,Sales
08:06:01,Unknown,63,Product
,16:33:28,33,Finance
09:56:22,16:24:00,79,Unknown
09:01:49,17:19:06,46,
08:46:37,18:50:15,59,Unknown
09:19:53,Unknown,,Finance
09:16:26,17:35:39,74,Sales
10:17:40,,,Finance
Unknown,17:41:05,41,Finance
09:06:31,,,Unknown
10:31:48,18:24:43,cfasew,Marketing
,17:42:27,78,Unknown
09:58:49,Unknown,86,Unknown
08:05:48,Unknown,cfasew,
08:19:42,,cfasew,Product
10:55:33,18:46:42,,Accounting
,,88,Product
08:30:25,17:21:44,59,Unknown
,,34,Unknown
09:29:30,Unknown,,Marketing
10:53:01,17:05:27,,IT
09:03:09,Unknown,,Unknown
10:52:59,,70,Accounting
10:35:12,,79,Unknown
08:44:34,Unknown,,Unknown
10:22:00,18:23:54,,Logistics
10:29:12,16:46:36,73,Data
09:08:12,Unknown,71,IT
08:11:17,,56,Finance
Unknown,,34,Accounting
10:51:54,Unknown,50,Unknown
10:15:05,17:21:43,51,Unknown
08:04:37,17:20:51,cfasew,Unknown
09:09:00,17:05:22,55,
Unknown,18:27:37,,Sales
Unknown,18:39:39,78,Sales
10:26:56,16:22:39,cfasew,
Unknown,17:32:55,88,Product
10:35:18,18:30:14,,Unknown
Unknown,18:23:06,72,Data
08:00:42,16:42:35,48,Unknown
10:59:37,16:02:05,31,Accounting
,18:30:08,74,Unknown
Unknown,Unknown,87,Unknown
,,41,Logistics
,16:48:45,82,
08:11:52,18:44:16,,Unknown
10:03:05,17:58:30,43,
08:14:08,,cfasew,
09:47:22,,64,
Unknown,18:19:27,,Marketing
10:44:16,Unknown,89,Finance
10:15:32,18:21:00,51,Marketing
Unknown,17:10:49,cfasew,Data
09:37:28,17:11:22,56,Product
Unknown,17:57:28,87,Finance
08:02:21,17:29:09,89,Accounting
09:16:20,17:23:51,35,Product
Unknown,17:49:54,58,Data
09:41:57,,,
Unknown,,cfasew,Unknown
09:56:05,16:39:58,32,
,Unknown,84,
09:08:07,17:51:26,cfasew,IT
Unknown,,72,Finance
10:11:08,18:41:36,76,Unknown
09:27:16,17:00:21,65,Product
10:27:19,Unknown,,Data
09:04:27,18:39:15,,
,16:04:43,,Logistics
,16:47:55,64,Sales
08:32:59,18:58:42,73,Accounting
10:38:10,Unknown,74,
,18:21:58,51,Accounting
Unknown,16:58:56,67,Marketing
09:16:05,16:15:33,,Sales
10:09:20,17:55:29,cfasew,Product
10:12:39,17:02:59,57,Logistics
08:37:24,,74,Finance
09:28:51,17:51:03,cfasew,Product
,Unknown,89,Finance
08:28:47,Unknown,54,Unknown
Unknown,Unknown,34,IT
08:20:47,16:35:14,81,
08:26:17,16:46:33,cfasew,
08:25:10,17:09:35,41,Product
,17:19:43,cfasew,
,Unknown,55,Marketing
10:29:35,17:55:16,54,Data
,,cfasew,Product
09:27:48,16:00:46,63,Sales
,16:01:02,80,Finance
Unknown,18:08:35,cfasew,Unknown
Unknown,17:35:35,,Unknown
Unknown,Unknown,,Finance
10:55:35,Unknown,71,IT
Unknown,17:32:32,cfasew,Data
08:50:56,16:48:52,cfasew,Logistics
,18:21:53,71,Unknown
09:28:24,17:54:37,,Finance
09:07:17,18:19:02,65,Accounting
10:08:28,Unknown,80,Sales
Unknown,17:08:09,69,
09:49:15,17:58:17,39,Data
10:38:31,16:25:31,31,Marketing
10:06:45,18:27:25,,Marketing
09:50:31,17:37:15,89,Product
08:43:55,16:11:39,,Data
Unknown,18:17:40,48,Data
,16:26:07,,Accounting
10:09:44,18:18:05,68,Accounting
08:01:54,18:21:33,60,Marketing
09:17:55,16:30:18,46,Finance
10:51:15,16:29:30,,Product
Unknown,16:07:44,56,Unknown
08:02:21,17:38:19,58,Data
10:17:21,Unknown,73,Accounting
09:17:04,17:09:38,41,Accounting
10:35:12,Unknown,41,Accounting
08:12:31,Unknown,64,Data
,16:07:54,86,Data
10:55:12,16:11:16,cfasew,Logistics
09:21:22,,38,Unknown
08:56:31,17:50:49,46,IT
10:47:32,18:56:33,87,Accounting
09:07:48,16:19:19,cfasew,Data
10:30:10,Unknown,60,Sales
10:06:04,,68,Unknown
10:32:50,18:16:16,77,Unknown
10:43:58,17:03:27,42,Product
,Unknown,39,
09:06:48,Unknown,,
09:29:30,16:47:09,89,Logistics
,Unknown,cfasew,
,18:52:27,64,Marketing
09:26:08,Unknown,65,
09:59:14,Unknown,56,Finance
08:12:04,17:53:28,88,Product
,16:23:25,31,Product
10:18:07,Unknown,51,IT
10:14:21,,30,Unknown
09:11:21,17:26:27,83,Data
09:26:10,17:56:49,,Unknown
08:07:55,16:32:49,42,IT
Unknown,Unknown,62,IT
08:56:55,,cfasew,Product
,16:33:44,cfasew,Product
08:08:38,Unknown,90,Accounting
Unknown,Unknown,cfasew,
09:36:48,,39,
Unknown,Unknown,,Data
Unknown,18:20:14,41,Unknown
,Unknown,,Finance
09:07:26,Unknown,88,Sales
Unknown,17:58:37,cfasew,
09:18:04,17:21:04,84,Marketing
09:06:15,16:52:52,,
Unknown,Unknown,40,Sales
10:54:14,16:28:46,cfasew,Marketing
08:14:36,16:45:34,52,Data
09:21:31,18:50:23,cfasew,Logistics
08:19:26,17:52:49,,
10:55:43,17:06:02,,
08:26:20,Unknown,,IT
10:56:06,18:08:36,64,Accounting
08:05:51,18:22:47,,
Unknown,17:23:47,84,
09:23:53,Unknown,38,Unknown
,18:21:15,cfasew,Unknown
09:24:17,Unknown,,
10:37:14,16:43:44,,Marketing
09:56:54,16:21:45,cfasew,Sales
10:31:24,17:45:10,cfasew,Logistics
,17:47:21,cfasew,Unknown
10:14:22,,58,Data
10:19:11,16:53:11,44,
,16:09:29,84,Marketing
,Unknown,71,
08:50:25,17:46:18,69,Product
10:56:41,16:56:24,65,
10:59:08,Unknown,37,Data
Unknown,18:24:05,82,Product
09:12:28,18:53:25,cfasew,
Unknown,17:33:37,31,Unknown
Unknown,16:40:33,cfasew,Marketing
Unknown,17:19:52,46,
Unknown,17:52:27,85,
10:46:28,,73,
09:58:31,18:41:00,cfasew,Unknown
08:54:13,Unknown,69,Data
,17:56:07,51,Finance
,Unknown,,Unknown
,17:12:13,cfasew,Unknown
08:57:06,16:04:37,89,Unknown
09:08:32,16:01:03,40,IT
09:29:00,16:29:56,76,
10:40:44,18:12:18,83,
09:59:46,16:49:27,cfasew,Data
08:04:19,16:16:27,,Unknown
09:12:48,Unknown,76,
Unknown,17:55:31,47,Accounting
08:56:40,,,Data
09:00:03,Unknown,,
,Unknown,71,Logistics
Unknown,17:34:03,84,Unknown
09:39:31,16:05:36,cfasew,Product
10:53:52,Unknown,cfasew,IT
09:29:32,18:28:18,cfasew,
09:35:58,18:18:38,41,IT
08:31:45,Unknown,,Product
Unknown,18:07:22,67,IT
Unknown,16:50:42,40,Data
09:18:40,,,Product
08:22:14,18:17:09,cfasew,
,18:27:05,,Unknown
,18:47:27,,Product
10:01:15,Unknown,75,Data
09:49:12,,31,Product
09:11:35,17:08:36,51,IT
,Unknown,,Sales
08:20:41,16:25:07,73,
10:32:41,16:14:33,83,Unknown
08:05:27,16:18:21,56,Marketing
09:51:30,Unknown,,Data
10:06:21,Unknown,53,Unknown
09:30:00,18:25:31,cfasew,Unknown
09:40:19,16:00:29,73,Finance
10:43:51,,51,Finance
Unknown,,64,Sales
10:14:25,Unknown,,
Unknown,17:31:38,56,IT
08:50:13,18:44:45,cfasew,Finance
Unknown,18:05:41,42,IT
Unknown,,34,Sales
Unknown,Unknown,83,Accounting
10:09:58,17:21:45,35,Data
10:35:33,Unknown,36,Logistics
08:20:11,18:22:34,cfasew,Accounting
08:54:48,Unknown,cfasew,Product
09:49:36,17:25:55,59,IT
10:39:29,,33,IT
10:15:17,,56,IT
08:55:21,Unknown,47,Data
,16:27:36,,Accounting
08:10:19,18:15:48,49,Unknown
08:49:27,17:10:25,cfasew,IT
09:53:41,18:54:00,cfasew,Product
,18:37:48,42,Unknown
08:23:28,,cfasew,Unknown
08:57:01,17:11:43,59,Finance
,16:24:12,40,Accounting
10:07:24,17:55:44,35,Data
09:10:18,,cfasew,Unknown
Unknown,Unknown,72,Finance
09:39:53,17:37:14,,Marketing
10:19:41,18:28:04,53,IT
10:38:29,16:57:54,,
08:51:40,,80,Product
08:18:42,Unknown,,Logistics
09:48:05,17:44:13,63,Accounting
,Unknown,,
Unknown,18:51:08,54,Sales
08:04:28,17:32:19,57,Unknown
,18:21:28,cfasew,Data
Unknown,Unknown,55,Data
10:54:01,16:54:09,82,Unknown
08:28:37,,67,Sales
10:26:07,Unknown,cfasew,Unknown
Unknown,Unknown,44,
Unknown,16:48:41,cfasew,Finance
,17:15:55,cfasew,Sales
08:30:15,16:18:23,65,Data
10:45:24,16:00:32,73,Unknown
Unknown,16:28:10,53,Finance
10:09:52,,32,Accounting
,Unknown,50,IT
08:53:18,,46,Sales
08:53:24,18:01:08,52,Unknown
,Unknown,76,Logistics
10:18:29,16:44:15,cfasew,Finance
08:46:53,18:37:29,78,Unknown
Unknown,,,Accounting
08:11:29,Unknown,78,
10:45:20,16:54:19,77,Unknown
08:14:45,,,Sales
10:01:51,18:39:53,54,Finance
Unknown,18:41:27,,Finance
Unknown,Unknown,30,Product
10:58:08,17:39:36,32,
Unknown,17:05:49,50,Accounting
,18:38:42,64,Data
09:05:16,17:37:54,42,Accounting
08:51:14,16:11:02,58,IT
,18:55:27,55,Unknown
09:56:36,,,Marketing
10:24:03,,cfasew,Accounting
10:01:14,,cfasew,Finance
09:42:23,18:26:04,55,Marketing
Unknown,18:17:23,,Unknown
Unknown,18:39:01,70,Unknown
08:24:34,16:06:00,34,Product
Unknown,16:45:48,40,
Unknown,17:01:33,,
Unknown,18:45:29,41,Unknown
10:57:31,18:38:55,,
Unknown,16:16:21,cfasew,Logistics
10:59:30,Unknown,cfasew,IT
Unknown,16:20:07,cfasew,
Unknown,Unknown,55,Data
08:56:57,17:03:44,87,Data
09:24:38,16:30:24,,Accounting
08:24:46,17:47:35,63,IT
08:19:19,18:28:05,84,
,,82,Marketing
,17:54:41,,Marketing
Unknown,17:59:55,65,Sales
10:25:32,17:53:22,67,Accounting
,Unknown,,
,,83,Marketing
,18:16:49,71,Product
08:42:09,18:59:46,77,IT
Unknown,18:08:37,,
Unknown,Unknown,82,Data
10:26:01,Unknown,66,Marketing
08:59:49,Unknown,,Data
09:01:34,,86,Sales
Unknown,17:27:38,36,Accounting
08:40:33,,,Unknown
08:09:19,Unknown,68,Data
08:54:52,,50,Unknown
Unknown,17:13:40,73,
,16:52:40,50,
08:30:49,Unknown,cfasew,Data
,18:26:39,cfasew,Product
10:45:39,17:02:37,cfasew,Logistics
10:34:00,16:21:57,65,Marketing
10:27:01,,47,
09:00:24,17:20:09,87,IT
08:51:47,18:24:03,,
Unknown,17:54:12,54,Unknown
08:17:31,18:15:25,,Sales
,Unknown,62,Marketing
08:03:14,Unknown,77,Sales
10:18:40,,90,Logistics
08:34:08,18:06:55,cfasew,Unknown
08:45:00,16:49:42,35,Finance
09:23:50,16:39:36,cfasew,Logistics
09:35:22,16:59:08,cfasew,Sales
,,,Unknown
09:03:34,18:02:54,81,
10:57:29,16:34:53,cfasew,Product
08:03:24,16:57:00,,Unknown
08:26:24,16:15:15,,Finance
09:53:04,Unknown,89,
,18:47:41,cfasew,Logistics
,16:52:31,81,Data
,,63,Product
08:09:41,17:45:45,cfasew,
08:03:28,Unknown,58,Unknown
10:58:41,Unknown,,Finance
10:48:20,,83,IT
,,cfasew,Product
,,80,
Unknown,Unknown,,Sales
10:56:48,16:51:49,84,Unknown
10:44:11,Unknown,,Logistics
Unknown,18:52:21,87,Unknown
,,,Unknown
08:50:27,18:09:20,61,Product
Unknown,16:46:40,71,Product
08:32:23,17:38:29,,Unknown
10:11:20,Unknown,52,Sales
08:15:06,18:42:48,,IT
,17:54:39,53,Product
09:13:16,Unknown,35,Logistics
08:18:20,18:05:09,39,
08:03:31,Unknown,59,Unknown
,18:18:25,85,Unknown
09:48:38,Unknown,57,Data
Unknown,16:26:06,76,IT
Unknown,,78,Data
10:20:54,17:48:57,61,IT
09:39:51,18:40:44,32,Data
09:20:18,,,Unknown
Unknown,16:21:51,48,Data
,17:43:55,,Marketing
10:09:40,17:51:39,36,Unknown
10:02:11,Unknown,60,Sales
08:39:11,17:28:27,76,Product
08:07:42,Unknown,cfasew,Accounting
08:45:53,,,Sales
09:35:39,,cfasew,Product
Unknown,,cfasew,Accounting
09:54:20,17:42:06,77,Accounting
10:38:40,Unknown,83,Accounting
09:43:23,Unknown,cfasew,Unknown
08:37:13,16:36:51,37,
Unknown,Unknown,84,Sales
08:04:37,18:04:14,43,Data
09:10:14,16:54:22,85,Unknown
09:26:03,18:09:59,,IT
Unknown,18:40:52,cfasew,Unknown
09:03:29,17:33:14,43,Marketing
08:16:36,,41,Unknown
10:59:55,,,Finance
08:46:51,18:58:25,72,Accounting
10:29:45,Unknown,66,Unknown
,17:42:26,cfasew,Unknown
10:08:37,Unknown,33,Marketing
,Unknown,85,IT
09:00:24,17:56:51,74,
,,cfasew,Sales
08:28:08,16:08:20,36,Accounting
09:32:48,Unknown,,Unknown
,18:58:41,86,Data
,Unknown,,Marketing
Unknown,Unknown,83,Product
09:01:37,Unknown,cfasew,Data
09:27:50,,71,Sales
,16:46:57,89,Unknown
Unknown,Unknown,cfasew,
08:09:11,Unknown,64,Product
,16:54:00,cfasew,IT
Unknown,18:17:19,70,Finance
08:13:44,17:51:29,38,Unknown
09:58:10,Unknown,80,Unknown
Unknown,16:53:23,73,IT
10:17:13,Unknown,72,
08:16:04,17:51:12,79,IT
08:04:36,17:17:44,48,Data
Unknown,17:38:46,73,Product
09:48:09,Unknown,,IT
,17:31:46,cfasew,Logistics
10:31:13,Unknown,88,Sales
Unknown,16:40:51,cfasew,Finance
Unknown,Unknown,cfasew,Product
09:39:54,17:57:50,90,
08:59:27,,,
08:29:31,18:36:38,33,Product
10:25:55,18:59:10,,Finance
Unknown,17:31:51,cfasew,
08:00:12,17:21:11,cfasew,Unknown
09:18:16,18:40:13,cfasew,Data
10:56:12,18:09:08,53,Unknown
09:34:31,17:30:34,69,Finance
08:10:59,Unknown,,IT
Unknown,16:58:57,35,Marketing
10:13:39,18:44:00,71,Unknown
,Unknown,70,Product
,Unknown,cfasew,Sales
10:15:38,,cfasew,Data
10:31:11,16:31:50,cfasew,
,18:26:23,46,
Unknown,18:53:44,79,Finance
10:48:26,17:12:18,59,Marketing
09:08:19,17:17:16,50,Unknown
10:49:01,Unknown,cfasew,Data
09:42:29,,cfasew,Sales
08:47:29,,,Accounting
10:31:58,16:32:35,79,Unknown
Unknown,Unknown,34,Product
Unknown,,cfasew,Data
08:44:56,18:14:50,cfasew,Product
,,48,Accounting
,16:16:30,78,Marketing
08:54:37,18:54:57,80,Marketing
10:32:34,18:04:29,31,Unknown
10:30:44,18:12:27,62,Unknown
08:22:36,17:17:51,cfasew,
10:21:44,18:48:20,88,Unknown
10:41:55,17:11:14,86,Finance
09:47:22,Unknown,67,IT
10:08:35,Unknown,90,
09:57:35,Unknown,42,Marketing
Unknown,,30,
Unknown,16:25:07,88,Data
Unknown,17:53:29,37,Unknown
08:10:12,Unknown,36,Data
10:03:52,16:34:22,cfasew,Accounting
08:33:56,16:26:30,47,
09:29:37,17:36:47,61,Logistics
,17:57:34,cfasew,Unknown
08:19:31,18:51:39,,Accounting
Unknown,Unknown,cfasew,Data
09:54:39,18:32:26,,IT
08:27:05,17:21:28,cfasew,Data
10:53:14,18:33:39,,Finance
09:00:25,16:24:51,,Data
08:05:44,16:23:05,,IT
Unknown,17:28:59,49,IT
10:52:50,17:41:36,,Marketing
09:55:12,Unknown,48,Sales
09:21:18,18:26:10,cfasew,Accounting
10:21:27,17:15:10,70,
,Unknown,cfasew,Product
10:11:28,17:27:04,37,Logistics
Unknown,,47,
08:24:34,Unknown,38,Product
10:29:25,,49,Logistics
,18:19:56,65,
08:45:30,,44,Product
,16:56:58,88,Data
08:38:00,18:51:43,,Product
09:46:21,,40,
10:03:32,18:39:12,89,Unknown
08:55:04,Unknown,35,Unknown
09:39:14,17:50:51,cfasew,IT
09:19:39,17:43:34,81,IT
10:43:06,16:56:59,50,Sales
08:12:19,,,Logistics
08:23:23,18:13:30,68,Data
10:17:44,17:52:12,33,Unknown
,17:05:11,,Finance
Unknown,16:18:31,,Accounting
08:10:32,,62,Logistics
08:44:34,16:16:17,,Unknown
Unknown,18:55:03,,Unknown
10:40:39,16:00:03,,Marketing
Unknown,16:10:28,,Unknown
10:25:01,17:23:50,85,IT
08:44:20,Unknown,62,Unknown
,18:38:08,cfasew,Unknown
08:30:18,Unknown,79,Unknown
,16:22:24,cfasew,Unknown
09:05:37,16:25:09,,Unknown
08:16:58,Unknown,47,Unknown
Unknown,,40,Finance
,,cfasew,Finance
08:18:15,18:26:38,72,IT
09:08:12,16:02:36,43,Marketing
08:52:59,18:07:02,cfasew,
09:00:51,16:21:34,39,Marketing
08:44:12,Unknown,65,Product
Unknown,Unknown,49,
08:33:40,17:33:00,86,Marketing
Unknown,,,Sales
Unknown,17:51:06,52,Unknown
,18:06:57,cfasew,
Unknown,17:33:32,62,Accounting
09:09:38,17:55:03,42,
Unknown,16:01:13,cfasew,Data
09:55:20,Unknown,56,
09:00:48,16:32:08,56,Data
,18:17:50,75,Unknown
09:00:27,16:47:45,35,Unknown
08:18:20,18:08:32,,Product
08:24:23,16:04:03,86,
Unknown,Unknown,69,Unknown
08:13:07,Unknown,77,Sales
09:51:54,18:56:06,cfasew,Sales
08:10:54,,34,
08:39:54,17:58:00,47,Product
09:18:00,,,Unknown
Unknown,18:59:05,63,Data
08:03:09,Unknown,cfasew,Sales
10:44:05,Unknown,44,Logistics
08:10:29,18:28:04,70,
,,73,Marketing
Unknown,16:36:08,37,
10:37:28,,,Data
Unknown,Unknown,,
08:52:57,16:05:53,,Data
09:35:32,Unknown,50,Logistics
08:03:11,18:25:50,86,Data
10:26:09,18:30:12,,Unknown
09:09:30,,90,Finance
08:27:16,17:02:50,54,Logistics
09:45:38,16:29:25,50,Sales
08:43:28,Unknown,71,Product
,Unknown,,Unknown
09:33:36,17:31:03,67,IT
08:09:00,16:03:33,46,Unknown
09:18:19,17:12:08,61,Unknown
10:10:00,16:38:15,cfasew,Sales
08:25:51,18:49:44,,
10:12:00,Unknown,,
09:31:04,16:34:27,,
,Unknown,90,Sales
Unknown,Unknown,,Data
09:34:30,18:56:54,62,Data
08:12:51,16:13:07,42,Product
08:19:48,17:41:10,55,Data
09:28:58,18:49:37,76,
09:50:11,Unknown,,
,Unknown,,IT
08:13:54,18:09:44,35,Accounting
10:07:35,,45,Unknown
08:17:51,Unknown,cfasew,Unknown
Unknown,17:39:06,84,Data
,,46,IT
09:05:15,,58,IT
10:13:47,18:32:30,88,Logistics
09:23:05,,32,Finance
10:39:08,18:46:42,46,
,Unknown,83,Marketing
10:27:42,18:08:12,81,Unknown
10:26:19,18:14:45,89,Accounting
Unknown,Unknown,40,Data
09:47:05,18:29:57,74,Logistics
09:51:20,,69,Accounting
08:43:42,17:34:27,85,Unknown
08:06:03,16:48:35,cfasew,Sales
Unknown,16:33:08,,Product
10:28:31,Unknown,51,Unknown
10:56:23,17:17:23,47,Sales
08:21:54,16:52:54,cfasew,
10:01:29,17:07:11,76,Finance
08:47:49,16:25:15,cfasew,
,Unknown,68,Accounting
,Unknown,63,Accounting
10:36:33,,62,Sales
09:36:21,,cfasew,IT
10:44:57,Unknown,55,IT
08:53:40,Unknown,31,Accounting
10:30:45,,73,Unknown
,17:11:45,cfasew,Unknown
,16:47:19,55,
Unknown,18:01:22,71,Logistics
09:53:37,16:01:58,,Data
08:04:32,16:28:38,53,Product
,18:56:01,cfasew,Unknown
,16:14:30,68,Finance
10:47:09,,37,Marketing
10:54:50,17:16:30,cfasew,Unknown
08:43:14,17:19:39,cfasew,Accounting
09:06:22,16:53:08,,Unknown
Unknown,,cfasew,
10:45:31,Unknown,cfasew,Product
,18:47:58,cfasew,Finance
,,53,Product
09:05:05,18:09:04,cfasew,Data
08:49:50,17:28:45,cfasew,Sales
09:16:16,16:39:32,30,Sales
10:23:30,Unknown,73,
,,,
10:01:35,Unknown,52,Sales
Unknown,16:27:23,,Data
Unknown,Unknown,30,Product
08:22:53,17:35:00,73,
Unknown,Unknown,57,Product
10:11:08,,82,Unknown
09:29:33,17:23:42,,Marketing
,18:29:16,49,Sales
Unknown,17:40:47,cfasew,Finance
08:00:35,Unknown,83,IT
,18:08:13,68,Marketing
Unknown,16:14:59,73,
08:31:40,Unknown,,Finance
08:25:46,17:17:53,69,
10:44:09,16:13:21,,Finance
08:27:25,17:39:51,,Marketing
Unknown,17:37:09,35,IT
08:57:21,16:00:30,,Sales
Unknown,,51,Logistics
10:30:29,18:09:22,63,IT
,Unknown,,Unknown
,16:05:41,cfasew,
10:16:55,17:10:22,88,Logistics
10:24:04,16:06:23,78,Sales
10:53:01,,58,Product
09:03:31,18:14:16,59,
10:51:35,Unknown,,Logistics
,,cfasew,Sales
10:05:20,,69,Marketing
09:05:23,18:37:20,,Unknown
09:01:15,,,Unknown
10:06:17,Unknown,52,Sales
09:09:20,Unknown,72,Unknown
,18:37:07,,
Unknown,Unknown,32,Finance
Unknown,18:58:27,81,
Unknown,18:41:41,45,
09:02:49,,42,Unknown
10:32:01,18:17:20,,Data
,16:38:18,84,
,16:18:37,49,IT
,17:17:37,76,Logistics
08:04:11,18:11:30,,Marketing
Unknown,Unknown,66,Unknown
,18:21:58,48,Sales
Unknown,16:08:41,83,Data
08:01:30,18:35:45,cfasew,Sales
Unknown,,66,Sales
09:22:03,Unknown,52,
09:25:51,18:27:11,67,Accounting
09:39:32,16:22:52,,Data
10:07:07,18:38:17,77,Finance
09:34:08,Unknown,41,Sales
,Unknown,47,Data
,,cfasew,Finance
09:59:57,17:11:43,33,
,18:29:27,54,Marketing
Unknown,16:05:05,cfasew,Data
08:07:49,Unknown,32,Unknown
08:53:17,,74,
09:27:20,Unknown,90,Unknown
Unknown,Unknown,54,
,Unknown,80,
,Unknown,69,Unknown
09:52:43,18:17:08,cfasew,Unknown
Unknown,17:03:39,53,Product
10:37:12,17:02:43,74,
08:35:08,18:24:44,cfasew,Finance
,18:44:16,cfasew,Finance
Unknown,17:24:08,,
09:48:03,17:08:06,,Accounting
,17:15:08,cfasew,Unknown
08:11:16,Unknown,cfasew,Product
09:55:36,Unknown,35,Marketing
09:58:31,16:55:43,,
,17:20:41,63,Unknown
Unknown,16:29:02,cfasew,Sales
Unknown,Unknown,58,IT
10:21:06,16:41:30,cfasew,Accounting
09:47:07,Unknown,66,IT
08:21:36,18:33:26,79,Data
08:58:16,Unknown,63,Unknown
,16:36:23,,Data
,Unknown,77,Finance
,Unknown,64,Accounting
10:02:51,16:15:01,77,Sales
09:20:42,,86,
09:57:36,18:28:04,cfasew,Accounting
10:38:32,16:48:28,49,Finance
09:52:44,16:25:23,57,Data
10:55:14,17:20:56,80,Finance
09:06:02,16:56:20,71,Logistics
10:26:40,18:41:45,cfasew,Accounting
08:50:20,,,Unknown
08:45:56,Unknown,cfasew,
Unknown,16:18:33,,IT
10:25:19,Unknown,cfasew,
10:27:05,16:23:06,82,Unknown
10:39:37,16:06:27,84,Unknown
08:42:18,18:01:52,55,Unknown
10:47:19,,cfasew,Accounting
10:22:41,18:38:03,cfasew,Logistics
10:11:20,,cfasew,Marketing
Unknown,,74,
,18:51:27,73,Unknown
10:59:10,16:00:21,,Unknown
10:18:22,18:42:56,,Unknown
Unknown,16:23:19,82,IT
10:07:09,16:45:06,,
08:09:54,18:40:33,,Accounting
09:17:55,17:13:23,72,Marketing
09:41:03,16:27:27,75,Logistics
10:02:24,,36,Marketing
08:43:09,Unknown,52,Sales
,18:05:49,52,Unknown
10:34:10,18:54:47,75,Unknown
08:17:45,17:34:20,69,Data
08:13:33,,,Sales
,17:37:45,68,
Unknown,16:47:49,,Unknown
09:17:18,16:07:23,66,
,18:42:11,47,Logistics
09:56:27,Unknown,80,
Unknown,Unknown,cfasew,Unknown
08:19:30,18:22:35,,Finance
09:50:32,,68,IT
09:45:01,16:02:15,,IT
10:15:18,Unknown,71,Product
09:30:11,,68,Data
10:12:59,,,
09:47:47,Unknown,69,Marketing
